,index,district_1,district_2,stn,ta_max,ta_min,ta_max_min,rn_day,ws_max,ws_ins_max,ws_mean,ws_min,hm_max,hm_mean,hm_min,date,month_x,year_x,num,year_y,tm,fire_type_1,fire_type_2,ignition_factor_category_1,ignition_factor_category_2,casualties,dead,injury,property_damage,location_category_1,location_category_2,location_category_3,month_y,ym,hour,season
538567,542503,강원특별자치도,평창군,526,9.1,-6.5,15.6,0.0,2.3,4.3,0.5,0.0,86.3,64.4,29.8,2023-02-17,2,2023,,,,,,,,,,,,,,,,,,
538568,542504,강원특별자치도,평창군,526,7.2,-1.8,9.0,0.0,1.3,6.3,0.2,0.0,73.4,58.2,37.2,2023-02-18,2,2023,,,,,,,,,,,,,,,,,,
538569,542505,강원특별자치도,평창군,526,8.1,-2.5,10.6,0.0,3.6,10.9,1.1,0.1,71.6,52.0,27.9,2023-02-19,2,2023,5919.0,2023.0,2023-02-19 14:49:00,임야,,부주의,담배꽁초,0.0,0.0,0.0,1.0,임야,들불,기타 들불,2.0,2023-02,14.0,winter
538570,542506,강원특별자치도,평창군,526,4.2,-6.6,10.8,0.0,5.1,10.5,1.7,0.5,65.9,35.7,12.2,2023-02-20,2,2023,,,,,,,,,,,,,,,,,,
538571,542507,강원특별자치도,평창군,526,5.1,-9.8,14.9,0.0,2.5,6.9,0.9,0.1,62.9,41.8,15.0,2023-02-21,2,2023,,,,,,,,,,,,,,,,,,
538572,542508,강원특별자치도,평창군,526,9.0,-9.5,18.5,0.0,3.9,7.0,1.1,0.0,70.9,49.6,25.4,2023-02-22,2,2023,,,,,,,,,,,,,,,,,,
538573,542509,강원특별자치도,평창군,526,10.2,-4.9,15.1,0.0,2.4,4.2,0.8,0.0,79.2,54.5,23.7,2023-02-23,2,2023,,,,,,,,,,,,,,,,,,
538574,542510,강원특별자치도,평창군,526,8.8,-4.2,13.0,0.0,4.9,9.3,1.1,0.0,80.0,52.6,19.2,2023-02-24,2,2023,6571.0,2023.0,2023-02-24 10:19:00,기타(쓰레기 화재등),,부주의,용접/ 절단/ 연마,0.0,0.0,0.0,29.0,기타,야외,기타야외,2.0,2023-02,10.0,winter
538575,542511,강원특별자치도,평창군,526,6.8,-7.7,14.5,0.0,3.6,7.5,0.8,0.0,78.3,52.6,22.2,2023-02-25,2,2023,,,,,,,,,,,,,,,,,,
538576,542512,강원특별자치도,평창군,526,10.2,-8.8,19.0,0.0,3.0,5.6,0.8,0.0,72.2,48.3,17.0,2023-02-26,2,2023,,,,,,,,,,,,,,,,,,
538577,542513,강원특별자치도,평창군,526,14.2,-7.7,21.9,0.0,4.0,7.0,1.0,0.0,76.7,48.4,13.1,2023-02-27,2,2023,,,,,,,,,,,,,,,,,,
538578,542514,강원특별자치도,평창군,526,13.4,-6.6,20.0,0.0,4.6,8.5,1.3,0.0,78.9,49.4,11.6,2023-02-28,2,2023,,,,,,,,,,,,,,,,,,
538579,542515,강원특별자치도,평창군,526,9.2,0.0,9.2,0.0,4.5,8.7,1.3,0.1,73.1,54.0,30.5,2023-03-01,3,2023,7562.0,2023.0,2023-03-01 18:19:00,기타(쓰레기 화재등),,부주의,담배꽁초,0.0,0.0,0.0,0.0,기타,야외,쓰레기,3.0,2023-03,18.0,spring
538580,542516,강원특별자치도,평창군,526,6.7,-5.0,11.7,0.0,4.2,8.0,1.6,0.1,55.5,32.8,12.7,2023-03-02,3,2023,,,,,,,,,,,,,,,,,,
538581,542517,강원특별자치도,평창군,526,11.3,-7.5,18.8,0.0,3.6,8.1,0.9,0.0,73.3,51.0,24.6,2023-03-03,3,2023,,,,,,,,,,,,,,,,,,
538582,542518,강원특별자치도,평창군,526,15.3,-4.5,19.8,0.0,2.8,5.8,0.6,0.1,86.3,57.9,19.6,2023-03-04,3,2023,,,,,,,,,,,,,,,,,,
538583,542519,강원특별자치도,평창군,526,15.3,-3.6,18.9,0.0,3.1,6.4,0.8,0.0,83.9,56.1,22.5,2023-03-05,3,2023,,,,,,,,,,,,,,,,,,
538584,542520,강원특별자치도,평창군,526,16.7,-4.2,20.9,0.0,5.1,7.5,1.1,0.0,83.7,50.1,10.2,2023-03-06,3,2023,,,,,,,,,,,,,,,,,,
538585,542521,강원특별자치도,평창군,526,18.6,-1.5,20.1,0.0,5.3,8.8,1.2,0.1,77.6,52.7,25.5,2023-03-07,3,2023,,,,,,,,,,,,,,,,,,
538586,542522,강원특별자치도,평창군,526,19.2,-1.0,20.2,0.0,4.0,8.9,1.2,0.1,87.3,57.2,25.7,2023-03-08,3,2023,,,,,,,,,,,,,,,,,,
538587,542523,강원특별자치도,평창군,526,19.7,3.7,16.0,0.0,6.1,9.6,1.4,0.0,74.5,54.1,22.2,2023-03-09,3,2023,,,,,,,,,,,,,,,,,,
538588,542524,강원특별자치도,평창군,526,22.4,-0.4,22.8,0.0,4.0,7.0,1.1,0.1,81.6,50.0,14.2,2023-03-10,3,2023,,,,,,,,,,,,,,,,,,
538589,542525,강원특별자치도,평창군,526,23.3,1.9,21.4,0.0,3.9,6.9,0.9,0.0,81.7,49.5,12.2,2023-03-11,3,2023,,,,,,,,,,,,,,,,,,
538590,542526,강원특별자치도,평창군,526,8.6,-1.5,10.1,7.0,5.9,12.5,1.7,0.2,86.7,67.4,44.7,2023-03-12,3,2023,,,,,,,,,,,,,,,,,,
538591,542527,강원특별자치도,평창군,526,7.7,-4.6,12.3,0.0,4.7,11.5,2.0,0.7,50.8,29.5,15.5,2023-03-13,3,2023,,,,,,,,,,,,,,,,,,
538592,542528,강원특별자치도,평창군,526,16.0,-3.8,19.8,0.0,5.5,10.0,1.4,0.0,70.8,43.5,10.1,2023-03-14,3,2023,,,,,,,,,,,,,,,,,,
538593,542529,강원특별자치도,평창군,526,18.2,-3.5,21.7,0.0,6.9,12.8,2.2,0.1,78.8,56.3,32.3,2023-03-15,3,2023,,,,,,,,,,,,,,,,,,
538594,542530,강원특별자치도,평창군,526,10.9,-1.8,12.7,0.0,5.7,11.9,1.7,0.1,57.8,30.2,10.3,2023-03-16,3,2023,,,,,,,,,,,,,,,,,,
538595,542531,강원특별자치도,평창군,526,13.5,-3.7,17.2,0.0,2.0,3.6,0.7,0.0,64.7,36.4,11.0,2023-03-17,3,2023,,,,,,,,,,,,,,,,,,
538596,542532,강원특별자치도,평창군,526,16.8,0.0,16.8,0.0,4.1,8.0,1.0,0.0,61.9,35.6,10.6,2023-03-18,3,2023,10207.0,2023.0,2023-03-18 16:38:00,임야,,부주의,기타(부주의),0.0,0.0,0.0,54149.0,임야,산불,사유림,3.0,2023-03,16.0,spring
538597,542533,강원특별자치도,평창군,526,17.3,-3.2,20.5,0.0,3.4,6.5,0.9,0.1,78.7,47.6,12.5,2023-03-19,3,2023,,,,,,,,,,,,,,,,,,
538598,542534,강원특별자치도,평창군,526,18.0,-2.5,20.5,0.0,3.6,8.4,1.0,0.0,76.9,46.3,12.9,2023-03-20,3,2023,10505.0,2023.0,2023-03-20 19:31:00,기타(쓰레기 화재등),,부주의,용접/ 절단/ 연마,0.0,0.0,0.0,60.0,기타,야외,야적장,3.0,2023-03,19.0,spring
538599,542535,강원특별자치도,평창군,526,23.2,-1.5,24.7,0.0,2.6,7.7,0.8,0.0,67.4,40.3,11.0,2023-03-21,3,2023,,,,,,,,,,,,,,,,,,
538600,542536,강원특별자치도,평창군,526,25.4,1.5,23.9,0.0,2.8,6.2,1.1,0.0,79.1,47.8,20.5,2023-03-22,3,2023,,,,,,,,,,,,,,,,,,
538601,542537,강원특별자치도,평창군,526,17.0,6.3,10.7,6.0,3.4,5.8,1.1,0.0,91.1,80.6,55.1,2023-03-23,3,2023,,,,,,,,,,,,,,,,,,
538602,542538,강원특별자치도,평창군,526,12.9,5.0,7.9,0.0,3.3,6.3,1.5,0.0,91.9,71.9,55.6,2023-03-24,3,2023,,,,,,,,,,,,,,,,,,
538603,542539,강원특별자치도,평창군,526,14.6,5.2,9.4,0.0,3.0,5.1,1.2,0.3,79.2,65.1,46.4,2023-03-25,3,2023,,,,,,,,,,,,,,,,,,
538604,542540,강원특별자치도,평창군,526,17.0,0.1,16.9,0.0,4.4,9.4,1.3,0.0,85.0,49.2,11.0,2023-03-26,3,2023,,,,,,,,,,,,,,,,,,
538605,542541,강원특별자치도,평창군,526,14.7,-3.6,18.3,0.0,3.7,6.6,1.1,0.0,69.2,41.1,12.5,2023-03-27,3,2023,,,,,,,,,,,,,,,,,,
538606,542542,강원특별자치도,평창군,526,17.0,-2.4,19.4,0.0,6.3,9.5,1.5,0.0,71.5,45.8,16.8,2023-03-28,3,2023,,,,,,,,,,,,,,,,,,
538607,542543,강원특별자치도,평창군,526,20.7,-1.4,22.1,0.0,4.0,7.5,1.1,0.2,79.1,47.2,12.4,2023-03-29,3,2023,11588.0,2023.0,2023-03-29 16:00:00,임야,,부주의,담배꽁초,0.0,0.0,0.0,0.0,임야,산불,사유림,3.0,2023-03,16.0,spring
538608,542544,강원특별자치도,평창군,526,22.3,-0.2,22.5,0.0,4.9,8.8,1.1,0.1,73.8,38.9,8.6,2023-03-30,3,2023,11712.0,2023.0,2023-03-30 14:18:00,임야,,기타,기타,0.0,0.0,0.0,0.0,임야,산불,공유림,3.0,2023-03,14.0,spring
538609,542545,강원특별자치도,평창군,526,24.3,0.7,23.6,0.0,4.2,5.9,1.0,0.0,69.2,38.3,11.9,2023-03-31,3,2023,,,,,,,,,,,,,,,,,,
538610,542546,강원특별자치도,평창군,526,25.6,3.0,22.6,0.0,5.5,7.6,1.4,0.1,72.5,39.1,11.7,2023-04-01,4,2023,,,,,,,,,,,,,,,,,,
538611,542547,강원특별자치도,평창군,526,21.7,2.5,19.2,0.0,5.6,11.5,1.6,0.1,65.3,38.0,15.5,2023-04-02,4,2023,,,,,,,,,,,,,,,,,,
538612,542548,강원특별자치도,평창군,526,24.3,1.8,22.5,0.0,5.0,8.5,1.6,0.1,70.0,38.1,12.6,2023-04-03,4,2023,,,,,,,,,,,,,,,,,,
538613,542549,강원특별자치도,평창군,526,23.0,4.7,18.3,4.0,4.5,9.6,1.1,0.0,87.3,38.9,11.2,2023-04-04,4,2023,,,,,,,,,,,,,,,,,,
538614,542550,강원특별자치도,평창군,526,14.8,10.3,4.5,29.0,4.3,8.1,1.3,0.3,92.9,87.1,70.5,2023-04-05,4,2023,,,,,,,,,,,,,,,,,,
538615,542551,강원특별자치도,평창군,526,11.1,7.5,3.6,0.5,4.3,7.6,2.1,0.4,87.4,78.8,71.6,2023-04-06,4,2023,,,,,,,,,,,,,,,,,,
538616,542552,강원특별자치도,평창군,526,16.0,3.2,12.8,0.5,6.3,11.1,2.0,0.1,92.0,59.7,22.0,2023-04-07,4,2023,,,,,,,,,,,,,,,,,,
538617,542553,강원특별자치도,평창군,526,15.1,-2.0,17.1,0.0,5.4,11.0,1.8,0.2,68.9,39.9,13.1,2023-04-08,4,2023,,,,,,,,,,,,,,,,,,
538618,542554,강원특별자치도,평창군,526,19.4,-2.1,21.5,0.0,4.6,8.1,1.4,0.0,82.6,46.9,13.5,2023-04-09,4,2023,13166.0,2023.0,2023-04-09 14:15:00,임야,,부주의,담배꽁초,0.0,0.0,0.0,0.0,임야,산불,국유림,4.0,2023-04,14.0,spring
538619,542555,강원특별자치도,평창군,526,20.8,-0.6,21.4,0.0,5.5,10.1,1.7,0.0,78.6,45.4,14.4,2023-04-10,4,2023,13310.0,2023.0,2023-04-10 17:50:00,기타(쓰레기 화재등),,전기적 요인,절연열화에 의한 단락,0.0,0.0,0.0,110.0,기타,야외,기타야외,4.0,2023-04,17.0,spring
538620,542556,강원특별자치도,평창군,526,20.8,-0.6,21.4,0.0,5.5,10.1,1.7,0.0,78.6,45.4,14.4,2023-04-10,4,2023,13326.0,2023.0,2023-04-10 19:45:00,기타(쓰레기 화재등),,전기적 요인,접촉불량에 의한 단락,0.0,0.0,0.0,75.0,기타,야외,공터,4.0,2023-04,19.0,spring
538621,542557,강원특별자치도,평창군,526,18.3,3.9,14.4,7.0,5.2,16.8,1.3,0.1,82.7,69.6,53.9,2023-04-11,4,2023,,,,,,,,,,,,,,,,,,
538622,542558,강원특별자치도,평창군,526,17.0,1.3,15.7,0.0,5.3,12.0,1.8,0.3,74.2,35.5,9.7,2023-04-12,4,2023,13483.0,2023.0,2023-04-12 15:44:00,기타(쓰레기 화재등),,부주의,담배꽁초,0.0,0.0,0.0,0.0,기타,야외,기타야외,4.0,2023-04,15.0,spring
538623,542559,강원특별자치도,평창군,526,20.1,-1.5,21.6,0.0,4.5,8.3,1.1,0.0,74.8,41.2,12.1,2023-04-13,4,2023,,,,,,,,,,,,,,,,,,
538624,542560,강원특별자치도,평창군,526,24.6,5.5,19.1,0.0,2.7,5.3,0.8,0.1,65.4,37.7,7.1,2023-04-14,4,2023,,,,,,,,,,,,,,,,,,
538625,542561,강원특별자치도,평창군,526,16.2,7.3,8.9,4.0,4.6,8.3,0.8,0.2,92.1,61.7,34.5,2023-04-15,4,2023,,,,,,,,,,,,,,,,,,
538626,542562,강원특별자치도,평창군,526,15.5,3.6,11.9,0.5,5.1,11.8,1.3,0.3,92.8,70.8,27.4,2023-04-16,4,2023,,,,,,,,,,,,,,,,,,
538627,542563,강원특별자치도,평창군,526,17.7,3.1,14.6,0.0,3.4,6.1,1.1,0.2,92.0,61.6,28.9,2023-04-17,4,2023,,,,,,,,,,,,,,,,,,
538628,542564,강원특별자치도,평창군,526,13.5,8.4,5.1,5.0,2.2,3.3,0.7,0.0,91.9,82.5,55.1,2023-04-18,4,2023,,,,,,,,,,,,,,,,,,
538629,542565,강원특별자치도,평창군,526,28.2,9.6,18.6,0.0,3.5,9.8,1.4,0.2,90.6,57.0,13.7,2023-04-19,4,2023,,,,,,,,,,,,,,,,,,
538630,542566,강원특별자치도,평창군,526,24.6,11.6,13.0,0.0,4.8,8.4,1.3,0.2,86.8,67.6,49.0,2023-04-20,4,2023,,,,,,,,,,,,,,,,,,
538631,542567,강원특별자치도,평창군,526,20.4,8.0,12.4,0.0,4.5,8.3,1.8,0.1,92.9,53.4,23.3,2023-04-21,4,2023,,,,,,,,,,,,,,,,,,
538632,542568,강원특별자치도,평창군,526,20.4,4.5,15.9,0.0,4.6,7.9,1.2,0.1,62.6,36.7,9.4,2023-04-22,4,2023,,,,,,,,,,,,,,,,,,
538633,542569,강원특별자치도,평창군,526,21.9,3.5,18.4,0.0,4.1,6.5,1.1,0.0,76.6,46.0,17.3,2023-04-23,4,2023,,,,,,,,,,,,,,,,,,
538634,542570,강원특별자치도,평창군,526,19.1,6.4,12.7,0.0,4.9,9.7,1.5,0.0,70.4,48.7,28.0,2023-04-24,4,2023,,,,,,,,,,,,,,,,,,
538635,542571,강원특별자치도,평창군,526,10.3,4.0,6.3,1.5,2.9,8.8,0.9,0.0,88.5,79.4,58.8,2023-04-25,4,2023,,,,,,,,,,,,,,,,,,
538636,542572,강원특별자치도,평창군,526,13.7,2.6,11.1,0.5,4.8,7.9,1.3,0.0,90.2,73.4,41.9,2023-04-26,4,2023,,,,,,,,,,,,,,,,,,
538637,542573,강원특별자치도,평창군,526,22.3,0.3,22.0,0.0,4.1,7.2,1.4,0.0,92.8,57.8,19.2,2023-04-27,4,2023,,,,,,,,,,,,,,,,,,
538638,542574,강원특별자치도,평창군,526,23.4,3.1,20.3,0.0,5.3,9.6,1.7,0.0,84.6,47.2,11.7,2023-04-28,4,2023,,,,,,,,,,,,,,,,,,
538639,542575,강원특별자치도,평창군,526,15.7,8.8,6.9,6.5,5.9,10.7,1.5,0.0,92.5,79.5,55.7,2023-04-29,4,2023,,,,,,,,,,,,,,,,,,
538640,542576,강원특별자치도,평창군,526,19.7,4.9,14.8,0.0,5.6,9.5,2.0,0.3,84.4,52.4,25.5,2023-04-30,4,2023,,,,,,,,,,,,,,,,,,
538641,542577,강원특별자치도,평창군,526,19.4,6.0,13.4,0.5,4.4,9.4,1.5,0.1,92.0,57.4,22.0,2023-05-01,5,2023,,,,,,,,,,,,,,,,,,
538642,542578,강원특별자치도,평창군,526,25.0,2.4,22.6,0.0,3.2,7.1,1.0,0.0,88.2,50.3,16.6,2023-05-02,5,2023,,,,,,,,,,,,,,,,,,
538643,542579,강원특별자치도,평창군,526,26.9,7.2,19.7,0.0,4.3,7.5,1.3,0.1,76.6,44.7,17.5,2023-05-03,5,2023,,,,,,,,,,,,,,,,,,
538644,542580,강원특별자치도,평창군,526,27.1,8.5,18.6,0.0,3.3,7.9,1.1,0.0,83.2,57.7,35.5,2023-05-04,5,2023,15761.0,2023.0,2023-05-04 19:29:00,기타(쓰레기 화재등),,부주의,가연물 근접방치,0.0,0.0,0.0,27.0,기타,야외,기타야외,5.0,2023-05,19.0,spring
538645,542581,강원특별자치도,평창군,526,18.5,13.1,5.4,52.0,5.7,9.1,0.5,0.0,95.0,89.6,69.9,2023-05-05,5,2023,,,,,,,,,,,,,,,,,,
538646,542582,강원특별자치도,평창군,526,13.2,7.2,6.0,39.0,3.7,8.7,1.6,0.3,92.1,85.4,74.1,2023-05-06,5,2023,,,,,,,,,,,,,,,,,,
538647,542583,강원특별자치도,평창군,526,15.4,3.2,12.2,1.5,3.7,7.0,1.3,0.1,89.9,63.9,37.4,2023-05-07,5,2023,,,,,,,,,,,,,,,,,,
538648,542584,강원특별자치도,평창군,526,23.5,1.1,22.4,0.0,4.1,8.0,0.9,0.0,91.7,58.7,18.8,2023-05-08,5,2023,,,,,,,,,,,,,,,,,,
538649,542585,강원특별자치도,평창군,526,26.2,4.4,21.8,0.0,3.8,9.2,1.2,0.0,91.5,57.8,18.2,2023-05-09,5,2023,,,,,,,,,,,,,,,,,,
538650,542586,강원특별자치도,평창군,526,25.5,5.9,19.6,0.0,3.1,5.9,0.9,0.1,89.2,52.4,15.5,2023-05-10,5,2023,16287.0,2023.0,2023-05-10 16:00:00,기타(쓰레기 화재등),,부주의,용접/ 절단/ 연마,0.0,0.0,0.0,0.0,기타,야외,기타야외,5.0,2023-05,16.0,spring
538651,542587,강원특별자치도,평창군,526,26.2,7.8,18.4,0.0,3.9,11.7,1.3,0.0,84.6,53.6,20.4,2023-05-11,5,2023,16391.0,2023.0,2023-05-11 14:52:00,기타(쓰레기 화재등),,부주의,담배꽁초,0.0,0.0,0.0,0.0,기타,야외,기타야외,5.0,2023-05,14.0,spring
538652,542588,강원특별자치도,평창군,526,25.5,8.2,17.3,0.0,4.5,7.3,1.0,0.0,89.4,63.3,26.4,2023-05-12,5,2023,,,,,,,,,,,,,,,,,,
538653,542589,강원특별자치도,평창군,526,25.8,7.7,18.1,0.0,3.1,9.7,1.1,0.1,90.3,56.3,22.9,2023-05-13,5,2023,,,,,,,,,,,,,,,,,,
538654,542590,강원특별자치도,평창군,526,24.1,8.8,15.3,0.0,3.2,5.7,1.0,0.0,88.3,59.1,30.9,2023-05-14,5,2023,,,,,,,,,,,,,,,,,,
538655,542591,강원특별자치도,평창군,526,27.7,7.3,20.4,0.0,4.4,7.2,1.5,0.1,90.9,56.2,18.9,2023-05-15,5,2023,16777.0,2023.0,2023-05-15 16:57:00,기타(쓰레기 화재등),,부주의,가연물 근접방치,0.0,0.0,0.0,0.0,기타,야외,기타야외,5.0,2023-05,16.0,spring
538656,542592,강원특별자치도,평창군,526,31.7,10.0,21.7,0.0,4.5,8.4,1.3,0.0,88.7,57.2,21.3,2023-05-16,5,2023,,,,,,,,,,,,,,,,,,
538657,542593,강원특별자치도,평창군,526,30.6,10.2,20.4,0.0,5.5,11.9,1.7,0.1,84.7,51.2,18.2,2023-05-17,5,2023,16984.0,2023.0,2023-05-17 11:09:00,임야,,부주의,담배꽁초,0.0,0.0,0.0,2574.0,임야,산불,사유림,5.0,2023-05,11.0,spring
538658,542594,강원특별자치도,평창군,526,25.0,12.3,12.7,0.5,4.5,7.9,1.0,0.0,88.6,67.6,47.0,2023-05-18,5,2023,,,,,,,,,,,,,,,,,,
538659,542595,강원특별자치도,평창군,526,22.8,12.2,10.6,0.0,4.9,7.8,1.5,0.1,87.2,63.1,47.6,2023-05-19,5,2023,,,,,,,,,,,,,,,,,,
538660,542596,강원특별자치도,평창군,526,28.3,9.9,18.4,0.0,4.3,9.2,1.7,0.1,91.0,63.6,34.9,2023-05-20,5,2023,,,,,,,,,,,,,,,,,,
538661,542597,강원특별자치도,평창군,526,25.1,14.3,10.8,0.0,3.9,7.9,1.6,0.1,84.2,58.8,22.7,2023-05-21,5,2023,,,,,,,,,,,,,,,,,,
538662,542598,강원특별자치도,평창군,526,25.0,10.6,14.4,0.0,4.4,6.4,1.1,0.2,74.2,51.1,27.4,2023-05-22,5,2023,17489.0,2023.0,2023-05-22 15:07:00,기타(쓰레기 화재등),,부주의,용접/ 절단/ 연마,0.0,0.0,0.0,0.0,기타,야외,쓰레기,5.0,2023-05,15.0,spring
538663,542599,강원특별자치도,평창군,526,24.7,7.1,17.6,0.0,4.4,11.8,1.0,0.2,86.4,57.1,20.9,2023-05-23,5,2023,,,,,,,,,,,,,,,,,,
538664,542600,강원특별자치도,평창군,526,25.9,6.8,19.1,0.0,2.9,5.1,1.1,0.1,86.0,54.5,19.9,2023-05-24,5,2023,,,,,,,,,,,,,,,,,,
538665,542601,강원특별자치도,평창군,526,27.9,10.1,17.8,0.0,3.3,7.4,1.1,0.1,81.8,48.8,21.8,2023-05-25,5,2023,,,,,,,,,,,,,,,,,,
538666,542602,강원특별자치도,평창군,526,27.4,13.0,14.4,0.0,4.2,6.6,1.6,0.4,80.4,52.8,29.8,2023-05-26,5,2023,17976.0,2023.0,2023-05-26 22:16:00,임야,,부주의,담배꽁초,0.0,0.0,0.0,0.0,임야,산불,국유림,5.0,2023-05,22.0,spring
538667,542603,강원특별자치도,평창군,526,20.8,13.1,7.7,3.0,1.3,8.8,0.5,0.0,92.6,79.3,64.2,2023-05-27,5,2023,,,,,,,,,,,,,,,,,,
538668,542604,강원특별자치도,평창군,526,19.8,16.7,3.1,25.0,1.9,3.5,0.6,0.0,94.5,92.9,90.4,2023-05-28,5,2023,,,,,,,,,,,,,,,,,,
538669,542605,강원특별자치도,평창군,526,25.8,17.5,8.3,24.5,1.9,4.8,0.5,0.0,95.4,86.2,58.1,2023-05-29,5,2023,,,,,,,,,,,,,,,,,,
538670,542606,강원특별자치도,평창군,526,26.2,14.0,12.2,0.0,4.6,11.4,1.6,0.1,94.0,68.7,42.7,2023-05-30,5,2023,,,,,,,,,,,,,,,,,,
538671,542607,강원특별자치도,평창군,526,27.7,11.3,16.4,0.0,3.2,5.4,1.0,0.0,86.8,57.4,27.4,2023-05-31,5,2023,,,,,,,,,,,,,,,,,,
538672,542608,강원특별자치도,평창군,526,26.7,14.0,12.7,0.0,0.1,0.4,0.0,0.0,84.8,65.1,44.1,2023-06-01,6,2023,,,,,,,,,,,,,,,,,,
538673,542609,강원특별자치도,평창군,526,27.7,15.4,12.3,0.0,4.2,11.5,0.9,0.0,90.8,63.6,32.3,2023-06-02,6,2023,18578.0,2023.0,2023-06-02 20:59:00,기타(쓰레기 화재등),,부주의,담배꽁초,0.0,0.0,0.0,0.0,기타,야외,기타야외,6.0,2023-06,20.0,summer
538674,542610,강원특별자치도,평창군,526,27.7,14.4,13.3,0.0,4.7,10.6,1.6,0.1,90.3,54.7,21.6,2023-06-03,6,2023,,,,,,,,,,,,,,,,,,
538675,542611,강원특별자치도,평창군,526,28.2,10.5,17.7,0.0,4.1,9.2,1.2,0.1,87.8,54.0,24.7,2023-06-04,6,2023,,,,,,,,,,,,,,,,,,
538676,542612,강원특별자치도,평창군,526,27.1,10.6,16.5,0.0,5.1,9.3,1.6,0.0,84.2,57.3,36.1,2023-06-05,6,2023,,,,,,,,,,,,,,,,,,
538677,542613,강원특별자치도,평창군,526,28.1,12.2,15.9,0.0,4.1,9.0,1.2,0.1,87.4,62.1,38.7,2023-06-06,6,2023,,,,,,,,,,,,,,,,,,
538678,542614,강원특별자치도,평창군,526,26.1,14.0,12.1,0.0,3.3,6.8,1.1,0.1,87.3,70.2,48.7,2023-06-07,6,2023,,,,,,,,,,,,,,,,,,
538679,542615,강원특별자치도,평창군,526,29.5,16.0,13.5,0.0,4.8,11.4,1.3,0.0,91.1,62.1,26.8,2023-06-08,6,2023,,,,,,,,,,,,,,,,,,
538680,542616,강원특별자치도,평창군,526,27.9,15.2,12.7,4.0,3.9,15.1,1.4,0.2,88.8,58.0,25.6,2023-06-09,6,2023,,,,,,,,,,,,,,,,,,
538681,542617,강원특별자치도,평창군,526,29.7,14.7,15.0,5.0,4.6,8.8,1.1,0.3,90.7,63.5,33.7,2023-06-10,6,2023,,,,,,,,,,,,,,,,,,
538682,542618,강원특별자치도,평창군,526,29.3,15.5,13.8,1.0,7.6,15.6,1.1,0.2,92.3,75.9,42.7,2023-06-11,6,2023,19443.0,2023.0,2023-06-11 23:22:00,기타(쓰레기 화재등),,부주의,쓰레기 소각,0.0,0.0,0.0,0.0,기타,야외,공터,6.0,2023-06,23.0,summer
538683,542619,강원특별자치도,평창군,526,27.8,16.7,11.1,0.0,3.2,6.4,1.3,0.4,88.7,67.1,37.6,2023-06-12,6,2023,,,,,,,,,,,,,,,,,,
538684,542620,강원특별자치도,평창군,526,28.3,15.2,13.1,0.0,3.9,6.5,1.3,0.2,89.8,61.2,30.9,2023-06-13,6,2023,,,,,,,,,,,,,,,,,,
538685,542621,강원특별자치도,평창군,526,28.5,13.3,15.2,0.0,4.3,8.8,1.2,0.3,89.7,67.6,30.3,2023-06-14,6,2023,,,,,,,,,,,,,,,,,,
538686,542622,강원특별자치도,평창군,526,26.4,14.7,11.7,6.0,4.4,7.9,1.1,0.0,90.2,77.0,51.2,2023-06-15,6,2023,,,,,,,,,,,,,,,,,,
538687,542623,강원특별자치도,평창군,526,30.7,17.1,13.6,0.0,3.7,5.7,1.2,0.0,90.8,69.9,37.5,2023-06-16,6,2023,,,,,,,,,,,,,,,,,,
538688,542624,강원특별자치도,평창군,526,32.8,15.2,17.6,0.0,3.6,7.3,1.1,0.1,91.6,62.9,29.0,2023-06-17,6,2023,,,,,,,,,,,,,,,,,,
538689,542625,강원특별자치도,평창군,526,34.5,16.9,17.6,0.0,3.7,10.7,1.0,0.0,87.5,62.9,32.4,2023-06-18,6,2023,,,,,,,,,,,,,,,,,,
538690,542626,강원특별자치도,평창군,526,34.3,17.6,16.7,0.0,3.8,8.9,1.5,0.4,85.2,58.0,28.1,2023-06-19,6,2023,,,,,,,,,,,,,,,,,,
538691,542627,강원특별자치도,평창군,526,28.5,17.4,11.1,0.5,3.1,14.7,1.0,0.0,86.2,60.8,30.8,2023-06-20,6,2023,,,,,,,,,,,,,,,,,,
538692,542628,강원특별자치도,평창군,526,22.2,17.6,4.6,36.0,2.0,3.5,0.7,0.1,92.7,88.4,80.7,2023-06-21,6,2023,,,,,,,,,,,,,,,,,,
538693,542629,강원특별자치도,평창군,526,25.9,17.5,8.4,1.0,3.3,7.5,1.0,0.2,92.1,76.6,47.5,2023-06-22,6,2023,,,,,,,,,,,,,,,,,,
538694,542630,강원특별자치도,평창군,526,29.9,16.6,13.3,0.0,2.9,5.0,0.9,0.0,91.8,69.5,43.8,2023-06-23,6,2023,,,,,,,,,,,,,,,,,,
538695,542631,강원특별자치도,평창군,526,32.6,15.8,16.8,0.0,2.6,4.9,1.0,0.2,86.8,63.4,31.8,2023-06-24,6,2023,20673.0,2023.0,2023-06-24 12:12:00,기타(쓰레기 화재등),,부주의,담배꽁초,0.0,0.0,0.0,0.0,기타,야외,쓰레기,6.0,2023-06,12.0,summer
538696,542632,강원특별자치도,평창군,526,32.7,18.6,14.1,0.0,3.4,5.5,1.0,0.0,90.7,68.0,37.3,2023-06-25,6,2023,,,,,,,,,,,,,,,,,,
